Time,Red_light,IR_light,SpO2,SpO2Valid,,,,,50 point average,,
1744344129,21,45,80,1,,,93.03921569,,93.03921569,,
1744344129,30,38,80,1,,,93.41176471,,93.41176471,,
1744344129,28,30,80,1,,,93.78431373,,93.78431373,,
1744344129,29,24,80,1,,,94.15686275,,94.15686275,,
1744344129,27,33,80,1,,,94.52941176,,94.52941176,,
1744344129,26,36,80,1,,,94.90196078,,94.90196078,,
1744344130,26,32,80,1,,,95.2745098,,95.2745098,,
1744344130,26,33,80,1,,,95.64705882,,95.64705882,,
1744344130,2208,27,80,1,,,96.01960784,,96.01960784,,
1744344130,2233,35,80,1,,,96.39215686,,96.39215686,,
1744344130,2233,24,80,1,,,96.76470588,,96.76470588,,
1744344130,2233,24,80,1,,,97.1372549,,97.1372549,,
1744344130,401,40,80,1,,,97.50980392,,97.50980392,,
1744344130,849,2571,80,1,,,97.88235294,,97.88235294,,
1744344130,65,687,80,1,,,98.25490196,,98.25490196,,
1744344130,25,687,80,1,,,98.62745098,,98.62745098,,
1744344131,37,687,99,1,,,99,,99,,
1744344131,30,714,99,1,,,99,,99,,
1744344131,33,292,99,1,,,99,,99,,
1744344131,34,29,99,1,,,99,,99,,
1744344131,33,34,99,1,,,99,,99,,
1744344131,30,30,99,1,,,99,,99,,
1744344131,28,40,99,1,,,99,,99,,
1744344131,20,34,99,1,,,99,,99,,
1744344131,31,34,99,1,,,99,,99,,
1744344132,29,38,99,1,,,99,,99,,
1744344132,32,27,99,1,,,99,,99,,
1744344132,31,32,99,1,,,99,,99,,
1744344132,32,39,99,1,,,99,,99,,
1744344132,30,32,99,1,,,99,,99,,
1744344132,25,36,99,1,,,99,,99,,
1744344132,27,40,99,1,,,99,,99,,
1744344132,25,30,99,1,,,99,,99,,
1744344132,29,34,99,1,,,99,,99,,
1744344132,33,29,99,1,,,99,,99,,
1744344133,32,32,99,1,,,99,,99,,
1744344133,35,36,99,1,,,99,,99,,
1744344133,23,38,99,1,,,99,,99,,
1744344133,23,27,99,1,,,99,,99,,
1744344133,23,32,99,1,,,99,,99,,
1744344133,34,35,99,1,,,99,,99,,
1744344133,27,30,99,1,,,99,,99,,
1744344133,32,30,99,1,,,99,,99,,
1744344133,28,35,99,1,,,99,,99,,
1744344133,26,35,99,1,,,99,,99,,
1744344134,26,35,99,1,,,99,,99,,
1744344134,26,38,99,1,,,99,,99,,
1744344134,1364,26,99,1,,,99,,99,,
1744344134,1750,39,99,1,,,99,,99,,
1744344134,179,43,99,1,,,99,,99,,
1744344134,179,43,99,1,,,99,,99,,
1744344134,46,43,99,1,,,99,,99,,
1744344134,939,2579,99,1,,,99,,99,,
1744344134,249,1572,99,1,,,99,,99,,
1744344134,32,1572,99,1,,,99,,99,,
1744344135,41,1572,99,1,,,99,,99,,
1744344135,22,755,99,1,,,99,,99,,
1744344135,29,814,99,1,,,99,,99,,
1744344135,23,53,99,1,,,99,,99,,
1744344135,24,43,99,1,,,99,,99,,
1744344135,29,33,99,1,,,99,,99,,
1744344135,23,29,99,1,,,99,,99,,
1744344135,29,32,99,1,,,99,,99,,
1744344135,23,39,99,1,,,99,,99,,
1744344135,28,38,99,1,,,99,,99,,
1744344136,26,34,99,1,,,99,,99,,
1744344136,17,37,99,1,,,98.62745098,,98.62745098,,
1744344136,26,40,99,1,,,98.25490196,,98.25490196,,
1744344136,23,27,99,1,,,97.88235294,,97.88235294,,
1744344136,23,29,99,1,,,97.50980392,,97.50980392,,
1744344136,30,36,99,1,,,97.1372549,,97.1372549,,
1744344136,30,30,99,1,,,96.76470588,,96.76470588,,
1744344136,29,35,99,1,,,96.39215686,,96.39215686,,
1744344136,26,34,99,1,,,96.01960784,,96.01960784,,
1744344136,27,39,99,1,,,95.64705882,,95.64705882,,
1744344137,20,30,99,1,,,95.2745098,,95.2745098,,
1744344137,25,34,99,1,,,94.90196078,,94.90196078,,
1744344137,27,28,99,1,,,94.52941176,,94.52941176,,
1744344137,31,21,99,1,,,94.15686275,,94.15686275,,
1744344137,35,36,99,1,,,93.78431373,,93.78431373,,
1744344137,30,30,99,1,,,93.41176471,,93.41176471,,
1744344137,31,36,99,1,,,93.03921569,,93.03921569,,
1744344137,32,35,99,1,,,92.66666667,,92.66666667,,
1744344137,22,35,99,1,,,92.29411765,,92.29411765,,
1744344137,22,40,99,1,,,91.92156863,,91.92156863,,
1744344138,22,26,99,1,,,91.54901961,,91.54901961,,
1744344138,2741,37,99,1,,,91.17647059,,91.17647059,,
1744344138,1159,40,99,1,,,90.80392157,,90.80392157,,
1744344138,1159,40,99,1,,,90.43137255,,90.43137255,,
1744344138,1159,40,99,1,,,90.05882353,,90.05882353,,
1744344138,948,1252,99,1,,,89.68627451,,89.68627451,,
1744344138,711,2774,99,1,,,89.5,,89.5,,
1744344138,24,154,99,1,,,89.30612245,,89.30612245,,
1744344138,17,154,99,1,,,89.10416667,,89.10416667,,
1744344138,29,191,99,1,,,88.89361702,,88.89361702,,
1744344139,17,1097,99,1,,,88.67391304,,88.67391304,,
1744344139,26,176,99,1,,,88.44444444,,88.44444444,,
1744344139,23,34,99,1,,,88.20454545,,88.20454545,,
1744344139,22,39,99,1,,,87.95348837,,87.95348837,,
1744344139,24,37,99,1,,,87.69047619,,87.69047619,,
1744344139,32,36,99,1,,,87.41463415,,87.41463415,,
1744344139,22,34,99,1,,,87.125,,87.125,,
1744344139,36,31,99,1,,,86.82051282,,86.82051282,,
1744344139,31,37,99,1,,,86.5,,86.5,,
1744344139,31,34,99,1,,,86.16216216,,86.16216216,,
1744344140,28,39,99,1,,,85.80555556,,85.80555556,,
1744344140,21,37,99,1,,,85.42857143,,85.42857143,,
1744344140,24,29,99,1,,,85.02941176,,85.02941176,,
1744344140,39,30,99,1,,,84.60606061,,84.60606061,,
1744344140,27,31,99,1,,,84.15625,,84.15625,,
1744344140,34,32,99,1,,,83.67741935,,83.67741935,,
1744344140,27,41,99,1,,,83.16666667,,83.16666667,,
1744344140,22,36,99,1,,,82.62068966,,82.62068966,,
1744344140,22,34,99,1,,,82.03571429,,82.03571429,,
1744344140,38,31,99,1,,,81.40740741,,81.40740741,,
1744344141,33,41,99,1,,,80.73076923,,80.73076923,,
1744344141,30,28,80,1,,,80,,80,,
1744344141,25,35,80,1,,,80,,80,,
1744344141,22,40,80,1,,,80,,80,,
1744344141,28,32,80,1,,,80,,80,,
1744344141,29,30,80,1,,,80,,80,,
1744344141,35,36,80,1,,,80,,80,,
1744344141,35,34,80,1,,,80,,80,,
1744344141,35,33,80,1,,,80,,80,,
1744344141,933,36,80,1,,,80,,80,,
1744344142,2823,38,80,1,,,80,,80,,
1744344142,228,39,80,1,,,80,,80,,
1744344142,228,39,80,1,,,80,,80,,
1744344142,133,39,80,1,,,80,,80,,
1744344142,1108,1857,80,1,,,80,,80,,
1744344142,270,1476,80,1,,,80,,80,,
1744344142,39,47,80,1,,,80,,80,,
1744344142,26,47,80,1,,,80,,80,,
1744344142,29,293,80,1,,,80,,80,,
1744344142,31,885,80,1,,,80,,80,,
1744344143,29,133,80,1,,,80,,80,,
1744344143,25,31,80,1,,,80,,80,,
1744344143,28,31,80,1,,,80,,80,,
1744344143,37,36,80,1,,,80,,80,,
1744344143,26,31,80,1,,,80,,80,,
1744344143,24,44,80,1,,,80,,80,,
